,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
718,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220517,2022-05-17,021397,IFED,1,21,6404,100,334,251,5852,5735,6203,6320,201,84,6404,100,334,251,5852,5735,6203,6320,201,84,0,0,0,0,0,0,0,0,0,0,126.0,-13.0,0.0,13.0,162.0,169.0,162.0,182.0,-36.0,-56.0,100,1.6,5.2,3.9,91.4,89.6,96.9,98.7,3.1,1.3,100,1.6,5.2,3.9,91.4,89.6,96.9,98.7,3.1,1.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,15,16,17,18,20,1,1,2,15,16,17,18,0,0,0,0,0,0,0,0,43.7,44.6,71.6,73.5,20.0,24.7,28.5,31.4,43.7,44.6,71.6,73.5,20.0,24.7,28.5,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
719,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220510,2022-05-10,021397,IFED,1,21,6278,113,334,238,5690,5566,6041,6138,237,140,6278,113,334,238,5690,5566,6041,6138,237,140,0,0,0,0,0,0,0,0,0,0,312.0,40.0,0.0,66.0,150.0,205.0,256.0,271.0,56.0,41.0,100,1.8,5.3,3.8,90.6,88.7,96.2,97.8,3.8,2.2,100,1.8,5.3,3.8,90.6,88.7,96.2,97.8,3.8,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,15,16,17,18,20,1,1,2,15,16,17,18,0,0,0,0,0,0,0,0,45.0,47.7,72.2,75.0,17.3,24.9,25.8,30.5,45.0,47.7,72.2,75.0,17.3,24.9,25.8,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
720,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220503,2022-05-03,021397,IFED,1,21,5966,73,334,172,5540,5361,5785,5867,181,99,5966,73,334,172,5540,5361,5785,5867,181,99,0,0,0,0,0,0,0,0,0,0,-1493.0,70.0,-21.0,-23.0,-1521.0,-1415.0,-1474.0,-1459.0,-19.0,-34.0,100,1.2,5.6,2.9,92.9,89.9,97.0,98.3,3.0,1.7,100,1.2,5.6,2.9,92.9,89.9,97.0,98.3,3.0,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,15,16,17,18,20,1,1,2,15,16,17,18,0,0,0,0,0,0,0,0,49.5,48.3,75.6,75.7,19.3,25.5,26.2,30.2,49.5,48.3,75.6,75.7,19.3,25.5,26.2,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
721,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220426,2022-04-26,021397,IFED,1,21,7459,3,355,195,7061,6776,7259,7326,200,133,7459,3,355,195,7061,6776,7259,7326,200,133,0,0,0,0,0,0,0,0,0,0,482.0,0.0,75.0,0.0,506.0,407.0,506.0,482.0,-24.0,0.0,100,0.0,4.8,2.6,94.7,90.8,97.3,98.2,2.7,1.8,100,0.0,4.8,2.6,94.7,90.8,97.3,98.2,2.7,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,16,16,18,18,20,1,1,2,16,16,18,18,0,0,0,0,0,0,0,0,50.8,45.0,75.9,73.9,25.4,28.9,32.0,33.2,50.8,45.0,75.9,73.9,25.4,28.9,32.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
722,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220419,2022-04-19,021397,IFED,1,21,6977,3,280,195,6555,6369,6753,6844,224,133,6977,3,280,195,6555,6369,6753,6844,224,133,0,0,0,0,0,0,0,0,0,0,1243.0,0.0,0.0,0.0,1228.0,1221.0,1228.0,1221.0,15.0,22.0,100,0.0,4.0,2.8,94.0,91.3,96.8,98.1,3.2,1.9,100,0.0,4.0,2.8,94.0,91.3,96.8,98.1,3.2,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,16,16,18,18,20,1,1,2,16,16,18,18,0,0,0,0,0,0,0,0,51.5,45.9,78.0,69.5,21.8,26.6,28.4,30.2,51.5,45.9,78.0,69.5,21.8,26.6,28.4,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
723,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220412,2022-04-12,021397,IFED,1,21,5734,3,280,195,5327,5148,5525,5623,209,111,5734,3,280,195,5327,5148,5525,5623,209,111,0,0,0,0,0,0,0,0,0,0,1123.0,0.0,30.0,-16.0,1139.0,1109.0,1123.0,1123.0,0.0,0.0,100,0.1,4.9,3.4,92.9,89.8,96.4,98.1,3.6,1.9,100,0.1,4.9,3.4,92.9,89.8,96.4,98.1,3.6,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,16,16,18,18,20,1,1,2,16,16,18,18,0,0,0,0,0,0,0,0,50.0,43.5,77.8,69.7,24.3,31.6,31.8,34.5,50.0,43.5,77.8,69.7,24.3,31.6,31.8,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
724,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220405,2022-04-05,021397,IFED,1,21,4611,3,250,211,4188,4039,4402,4500,209,111,4611,3,250,211,4188,4039,4402,4500,209,111,0,0,0,0,0,0,0,0,0,0,-605.0,-82.0,17.0,18.0,-554.0,-662.0,-618.0,-627.0,13.0,22.0,100,0.1,5.4,4.6,90.8,87.6,95.5,97.6,4.5,2.4,100,0.1,5.4,4.6,90.8,87.6,95.5,97.6,4.5,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,2,16,14,18,16,20,1,1,2,16,14,18,16,0,0,0,0,0,0,0,0,53.1,45.2,76.9,74.5,28.9,35.1,35.9,39.1,53.1,45.2,76.9,74.5,28.9,35.1,35.9,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
725,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220329,2022-03-29,021397,IFED,1,21,5216,85,233,193,4742,4701,5020,5127,196,89,5216,85,233,193,4742,4701,5020,5127,196,89,0,0,0,0,0,0,0,0,0,0,506.0,0.0,0.0,0.0,506.0,510.0,506.0,510.0,0.0,-4.0,100,1.6,4.5,3.7,90.9,90.1,96.2,98.3,3.8,1.7,100,1.6,4.5,3.7,90.9,90.1,96.2,98.3,3.8,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,1,3,17,18,20,21,23,2,1,3,17,18,20,21,0,0,0,0,0,0,0,0,47.8,45.1,74.5,71.7,23.8,29.3,28.7,34.2,47.8,45.1,74.5,71.7,23.8,29.3,28.7,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
726,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220322,2022-03-22,021397,IFED,1,21,4710,85,233,193,4236,4191,4514,4617,196,93,4710,85,233,193,4236,4191,4514,4617,196,93,0,0,0,0,0,0,0,0,0,0,128.0,0.0,8.0,6.0,104.0,110.0,110.0,124.0,18.0,4.0,100,1.8,4.9,4.1,89.9,89.0,95.8,98.0,4.2,2.0,100,1.8,4.9,4.1,89.9,89.0,95.8,98.0,4.2,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,1,3,18,17,21,20,22,2,1,3,18,17,21,20,0,0,0,0,0,0,0,0,53.9,48.2,75.4,75.5,25.4,31.1,31.0,36.2,53.9,48.2,75.4,75.5,25.4,31.1,31.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
727,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220315,2022-03-15,021397,IFED,1,21,4582,85,225,187,4132,4081,4404,4493,178,89,4582,85,225,187,4132,4081,4404,4493,178,89,0,0,0,0,0,0,0,0,0,0,74.0,0.0,75.0,-24.0,121.0,46.0,97.0,97.0,-23.0,-23.0,100,1.9,4.9,4.1,90.2,89.1,96.1,98.1,3.9,1.9,100,1.9,4.9,4.1,90.2,89.1,96.1,98.1,3.9,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,1,3,18,20,21,23,23,2,1,3,18,20,21,23,0,0,0,0,0,0,0,0,51.9,44.2,74.2,72.0,25.7,30.6,30.2,34.9,51.9,44.2,74.2,72.0,25.7,30.6,30.2,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
728,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220308,2022-03-08,021397,IFED,1,21,4508,85,150,211,4011,4035,4307,4396,201,112,4508,85,150,211,4011,4035,4307,4396,201,112,0,0,0,0,0,0,0,0,0,0,-603.0,0.0,-3.0,-87.0,-608.0,-611.0,-695.0,-701.0,92.0,98.0,100,1.9,3.3,4.7,89.0,89.5,95.5,97.5,4.5,2.5,100,1.9,3.3,4.7,89.0,89.5,95.5,97.5,4.5,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,1,3,18,20,21,23,23,2,1,3,18,20,21,23,0,0,0,0,0,0,0,0,50.2,40.4,74.8,66.7,20.5,24.4,25.2,30.1,50.2,40.4,74.8,66.7,20.5,24.4,25.2,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
729,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220301,2022-03-01,021397,IFED,1,21,5111,85,153,298,4619,4646,5002,5097,109,14,5111,85,153,298,4619,4646,5002,5097,109,14,0,0,0,0,0,0,0,0,0,0,-334.0,29.0,30.0,-5.0,-307.0,-344.0,-283.0,-319.0,-51.0,-15.0,100,1.7,3.0,5.8,90.4,90.9,97.9,99.7,2.1,0.3,100,1.7,3.0,5.8,90.4,90.9,97.9,99.7,2.1,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2,2,4,20,20,24,24,25,2,2,4,20,20,24,24,0,0,0,0,0,0,0,0,44.9,41.9,73.1,68.5,22.5,24.8,31.7,32.5,44.9,41.9,73.1,68.5,22.5,24.8,31.7,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
730,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220222,2022-02-22,021397,IFED,1,21,5445,56,123,303,4926,4990,5285,5416,160,29,5445,56,123,303,4926,4990,5285,5416,160,29,0,0,0,0,0,0,0,0,0,0,372.0,20.0,0.0,32.0,296.0,333.0,348.0,365.0,24.0,7.0,100,1.0,2.3,5.6,90.5,91.6,97.1,99.5,2.9,0.5,100,1.0,2.3,5.6,90.5,91.6,97.1,99.5,2.9,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,2,3,17,17,21,20,23,2,2,3,17,17,21,20,0,0,0,0,0,0,0,0,47.8,42.6,78.2,70.3,22.5,20.9,27.8,29.6,47.8,42.6,78.2,70.3,22.5,20.9,27.8,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
731,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220215,2022-02-15,021397,IFED,1,21,5073,36,123,271,4630,4657,4937,5051,136,22,5073,36,123,271,4630,4657,4937,5051,136,22,0,0,0,0,0,0,0,0,0,0,993.0,8.0,103.0,201.0,786.0,674.0,995.0,978.0,-2.0,15.0,100,0.7,2.4,5.3,91.3,91.8,97.3,99.6,2.7,0.4,100,0.7,2.4,5.3,91.3,91.8,97.3,99.6,2.7,0.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,2,2,17,17,20,19,22,1,2,2,17,17,20,19,0,0,0,0,0,0,0,0,51.1,42.1,79.1,70.7,21.6,21.6,28.7,30.0,51.1,42.1,79.1,70.7,21.6,21.6,28.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
732,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220208,2022-02-08,021397,IFED,1,21,4080,28,20,70,3844,3983,3942,4073,138,7,4080,28,20,70,3844,3983,3942,4073,138,7,0,0,0,0,0,0,0,0,0,0,-813.0,28.0,-2.0,45.0,-854.0,-741.0,-781.0,-698.0,-32.0,-115.0,100,0.7,0.5,1.7,94.2,97.6,96.6,99.8,3.4,0.2,100,0.7,0.5,1.7,94.2,97.6,96.6,99.8,3.4,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,1,16,18,18,19,22,1,1,1,16,18,18,19,0,0,0,0,0,0,0,0,47.0,43.0,75.6,69.1,22.5,24.3,32.7,34.3,47.0,43.0,75.6,69.1,22.5,24.3,32.7,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
733,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220201,2022-02-01,021397,IFED,1,21,4893,0,22,25,4698,4724,4723,4771,170,122,4893,0,22,25,4698,4724,4723,4771,170,122,0,0,0,0,0,0,0,0,0,0,-152.0,0.0,0.0,0.0,-102.0,-109.0,-102.0,-109.0,-50.0,-43.0,100,0.0,0.4,0.5,96.0,96.5,96.5,97.5,3.5,2.5,100,0.0,0.4,0.5,96.0,96.5,96.5,97.5,3.5,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,1,1,17,18,18,19,21,0,1,1,17,18,18,19,0,0,0,0,0,0,0,0,50.3,43.3,77.6,65.4,26.6,21.8,32.2,32.3,50.3,43.3,77.6,65.4,26.6,21.8,32.2,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
734,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220125,2022-01-25,021397,IFED,1,21,5045,0,22,25,4800,4833,4825,4880,220,165,5045,0,22,25,4800,4833,4825,4880,220,165,0,0,0,0,0,0,0,0,0,0,540.0,0.0,0.0,0.0,455.0,455.0,455.0,455.0,85.0,85.0,100,0.0,0.4,0.5,95.1,95.8,95.6,96.7,4.4,3.3,100,0.0,0.4,0.5,95.1,95.8,95.6,96.7,4.4,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,1,1,18,18,19,19,21,0,1,1,18,18,19,19,0,0,0,0,0,0,0,0,49.1,43.2,74.2,68.5,24.3,19.5,29.4,28.7,49.1,43.2,74.2,68.5,24.3,19.5,29.4,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
735,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220118,2022-01-18,021397,IFED,1,21,4505,0,22,25,4345,4378,4370,4425,135,80,4505,0,22,25,4345,4378,4370,4425,135,80,0,0,0,0,0,0,0,0,0,0,373.0,0.0,0.0,0.0,352.0,339.0,352.0,339.0,21.0,34.0,100,0.0,0.5,0.6,96.4,97.2,97.0,98.2,3.0,1.8,100,0.0,0.5,0.6,96.4,97.2,97.0,98.2,3.0,1.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,1,1,17,18,18,19,21,0,1,1,17,18,18,19,0,0,0,0,0,0,0,0,54.3,43.3,79.5,67.1,26.8,21.3,32.4,31.5,54.3,43.3,79.5,67.1,26.8,21.3,32.4,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
736,MARINE FUEL OIL 0.5% FOB USGC - ICE FUTURES ENERGY DIV,220111,2022-01-11,021397,IFED,1,21,4132,0,22,25,3993,4039,4018,4086,114,46,4132,0,22,25,3993,4039,4018,4086,114,46,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,0.0,0.5,0.6,96.6,97.7,97.2,98.9,2.8,1.1,100,0.0,0.5,0.6,96.6,97.7,97.2,98.9,2.8,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,1,17,17,18,18,20,0,1,1,17,17,18,18,0,0,0,0,0,0,0,0,51.2,47.0,79.0,70.1,27.9,21.8,33.4,33.1,51.2,47.0,79.0,70.1,27.9,21.8,33.4,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
737,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220621,2022-06-21,02141B,IFED,1,21,21897,8045,203,1700,11965,19857,21710,21760,187,137,21897,8045,203,1700,11965,19857,21710,21760,187,137,0,0,0,0,0,0,0,0,0,0,1606.0,1327.0,-156.0,5.0,246.0,1683.0,1578.0,1532.0,28.0,74.0,100,36.7,0.9,7.8,54.6,90.7,99.1,99.4,0.9,0.6,100,36.7,0.9,7.8,54.6,90.7,99.1,99.4,0.9,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,5,2,7,25,42,32,49,52,5,2,7,25,42,32,49,0,0,0,0,0,0,0,0,49.9,36.1,72.3,54.5,45.5,35.5,58.0,44.2,49.9,36.1,72.3,54.5,45.5,35.5,58.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
738,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220614,2022-06-14,02141B,IFED,1,21,20291,6718,359,1695,11719,18174,20132,20228,159,63,20291,6718,359,1695,11719,18174,20132,20228,159,63,0,0,0,0,0,0,0,0,0,0,1425.0,106.0,0.0,127.0,1196.0,1298.0,1429.0,1425.0,-4.0,0.0,100,33.1,1.8,8.4,57.8,89.6,99.2,99.7,0.8,0.3,100,33.1,1.8,8.4,57.8,89.6,99.2,99.7,0.8,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,5,2,7,27,43,34,50,53,5,2,7,27,43,34,50,0,0,0,0,0,0,0,0,47.4,36.3,71.3,53.6,42.5,31.8,55.5,40.9,47.4,36.3,71.3,53.6,42.5,31.8,55.5,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
739,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220607,2022-06-07,02141B,IFED,1,21,18866,6612,359,1568,10523,16876,18703,18803,163,63,18866,6612,359,1568,10523,16876,18703,18803,163,63,0,0,0,0,0,0,0,0,0,0,-4217.0,-2001.0,-98.0,191.0,-2404.0,-4247.0,-4214.0,-4154.0,-3.0,-63.0,100,35.0,1.9,8.3,55.8,89.5,99.1,99.7,0.9,0.3,100,35.0,1.9,8.3,55.8,89.5,99.1,99.7,0.9,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,5,2,7,27,42,34,49,53,5,2,7,27,42,34,49,0,0,0,0,0,0,0,0,47.1,34.5,69.3,53.5,41.8,31.3,55.6,41.0,47.1,34.5,69.3,53.5,41.8,31.3,55.6,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
740,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220531,2022-05-31,02141B,IFED,1,21,23083,8613,457,1377,12927,21123,22917,22957,166,126,23083,8613,457,1377,12927,21123,22917,22957,166,126,0,0,0,0,0,0,0,0,0,0,1260.0,809.0,0.0,-112.0,595.0,1394.0,1292.0,1282.0,-32.0,-22.0,100,37.3,2.0,6.0,56.0,91.5,99.3,99.5,0.7,0.5,100,37.3,2.0,6.0,56.0,91.5,99.3,99.5,0.7,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,5,2,6,28,41,35,47,50,5,2,6,28,41,35,47,0,0,0,0,0,0,0,0,50.3,30.2,73.1,48.7,42.2,26.1,58.7,38.7,50.3,30.2,73.1,48.7,42.2,26.1,58.7,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
741,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220524,2022-05-24,02141B,IFED,1,21,21823,7804,457,1489,12332,19729,21625,21675,198,148,21823,7804,457,1489,12332,19729,21625,21675,198,148,0,0,0,0,0,0,0,0,0,0,2050.0,259.0,79.0,556.0,1246.0,1504.0,2061.0,2139.0,-11.0,-89.0,100,35.8,2.1,6.8,56.5,90.4,99.1,99.3,0.9,0.7,100,35.8,2.1,6.8,56.5,90.4,99.1,99.3,0.9,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,5,2,6,25,39,32,45,47,5,2,6,25,39,32,45,0,0,0,0,0,0,0,0,49.7,28.7,72.6,47.6,41.4,24.6,58.5,37.5,49.7,28.7,72.6,47.6,41.4,24.6,58.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
742,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220517,2022-05-17,02141B,IFED,1,21,19773,7545,378,933,11086,18225,19564,19536,209,237,19773,7545,378,933,11086,18225,19564,19536,209,237,0,0,0,0,0,0,0,0,0,0,211.0,330.0,0.0,-61.0,2.0,345.0,271.0,284.0,-60.0,-73.0,100,38.2,1.9,4.7,56.1,92.2,98.9,98.8,1.1,1.2,100,38.2,1.9,4.7,56.1,92.2,98.9,98.8,1.1,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,5,1,5,27,42,33,47,49,5,1,5,27,42,33,47,0,0,0,0,0,0,0,0,52.0,29.7,74.7,49.3,44.2,23.9,58.5,36.9,52.0,29.7,74.7,49.3,44.2,23.9,58.5,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
743,USGC HSFO (PLATTS) - ICE FUTURES ENERGY DIV,220510,2022-05-10,02141B,IFED,1,21,19562,7215,378,994,11084,17880,19293,19252,269,310,19562,7215,378,994,11084,17880,19293,19252,269,310,0,0,0,0,0,0,0,0,0,0,478.0,550.0,0.0,31.0,-143.0,380.0,438.0,411.0,40.0,67.0,100,36.9,1.9,5.1,56.7,91.4,98.6,98.4,1.4,1.6,100,36.9,1.9,5.1,56.7,91.4,98.6,98.4,1.4,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,5,1,5,27,39,33,44,46,5,1,5,27,39,33,44,0,0,0,0,0,0,0,0,51.7,29.3,72.8,49.4,42.8,22.5,55.5,35.4,51.7,29.3,72.8,49.4,42.8,22.5,55.5,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000 barrels
